cell_id,cycle,impedance_ohm,impedance_growth_pct
cell_001,428,0.05289,8.48
cell_001,429,0.05281,8.32
cell_001,430,0.05291,8.53
cell_001,431,0.05271,8.12
cell_001,432,0.05293,8.57
cell_001,433,0.05325,9.23
cell_001,434,0.05272,8.14
cell_001,435,0.05293,8.58
cell_001,436,0.05297,8.66
cell_001,437,0.05266,8.03
cell_001,438,0.05315,9.02
cell_001,439,0.05315,9.02
cell_001,440,0.05269,8.07
cell_001,441,0.05265,8.0
cell_001,442,0.05293,8.57
cell_001,443,0.05281,8.33
cell_001,444,0.05337,9.48
cell_001,445,0.05309,8.91
cell_001,446,0.05341,9.56
cell_001,447,0.0534,9.53
cell_001,448,0.05367,10.09
cell_001,449,0.05328,9.29
cell_001,450,0.05335,9.43
cell_001,451,0.05358,9.9
cell_001,452,0.05367,10.09
cell_001,453,0.05369,10.12
cell_001,454,0.05295,8.61
cell_001,455,0.05322,9.17
cell_001,456,0.0529,8.51
cell_001,457,0.0532,9.13
cell_001,458,0.05292,8.56
cell_001,459,0.0529,8.51
cell_001,460,0.05311,8.94
cell_001,461,0.05371,10.16
cell_001,462,0.05291,8.53
cell_001,463,0.05302,8.76
cell_001,464,0.05353,9.8
cell_001,465,0.05327,9.27
cell_001,466,0.05345,9.65
cell_001,467,0.05352,9.79
cell_001,468,0.05293,8.58
cell_001,469,0.05313,8.98
cell_001,470,0.05346,9.66
cell_001,471,0.05333,9.4
cell_001,472,0.05305,8.83
cell_001,473,0.05367,10.1
cell_001,474,0.05301,8.74
cell_001,475,0.05396,10.7
cell_001,476,0.05344,9.62
cell_001,477,0.05316,9.05
cell_001,478,0.05329,9.31
cell_001,479,0.05331,9.36
cell_001,480,0.05319,9.1
cell_001,481,0.05349,9.72
cell_001,482,0.05323,9.18
cell_001,483,0.05392,10.6
cell_001,484,0.05386,10.48
cell_001,485,0.05384,10.45
cell_001,486,0.05391,10.58
cell_001,487,0.05402,10.8
cell_001,488,0.05388,10.53
cell_001,489,0.05337,9.48
cell_001,490,0.05376,10.28
cell_001,491,0.05338,9.5
cell_001,492,0.05331,9.36
cell_001,493,0.05405,10.87
cell_001,494,0.05392,10.61
cell_001,495,0.05331,9.36
cell_001,496,0.05376,10.28
cell_001,497,0.0536,9.95
cell_001,498,0.05379,10.33
cell_001,499,0.05327,9.27
cell_001,500,0.05402,10.82
cell_001,501,0.05421,11.21
cell_001,502,0.05329,9.32
cell_001,503,0.05413,11.04
cell_001,504,0.05373,10.21
cell_001,505,0.05335,9.44
cell_001,506,0.05362,9.99
cell_001,507,0.0536,9.95
cell_001,508,0.05404,10.84
cell_001,509,0.05337,9.49
cell_001,510,0.05399,10.74
cell_001,511,0.05356,9.88
cell_001,512,0.05415,11.07
cell_001,513,0.05394,10.64
cell_001,514,0.05343,9.6
cell_001,515,0.05427,11.31
cell_001,516,0.05416,11.09
cell_001,517,0.0536,9.96
cell_001,518,0.05393,10.63
cell_001,519,0.0535,9.74
cell_001,520,0.05355,9.85
cell_001,521,0.05367,10.09
cell_001,522,0.05375,10.25
cell_001,523,0.0536,9.96
cell_001,524,0.05441,11.62
cell_001,525,0.05416,11.1
cell_001,526,0.05418,11.13
cell_001,527,0.05449,11.78
cell_001,528,0.05418,11.15
cell_001,529,0.05361,9.97
cell_001,530,0.05364,10.04
cell_001,531,0.0537,10.16
cell_001,532,0.0536,9.96
cell_001,533,0.05381,10.37
cell_001,534,0.05439,11.57
cell_001,535,0.05445,11.7
cell_001,536,0.05406,10.89
cell_001,537,0.05458,11.97
cell_001,538,0.05381,10.39
cell_001,539,0.05436,11.5
cell_001,540,0.05416,11.1
cell_001,541,0.05407,10.92
cell_001,542,0.05402,10.81
cell_001,543,0.05399,10.75
cell_001,544,0.05437,11.53
cell_001,545,0.05401,10.79
cell_001,546,0.0539,10.56
cell_001,547,0.05466,12.13
cell_001,548,0.05464,12.09
cell_001,549,0.05453,11.85
cell_001,550,0.05434,11.46
cell_001,551,0.05413,11.04
cell_001,552,0.05421,11.2
cell_001,553,0.05396,10.69
cell_001,554,0.05439,11.57
cell_001,555,0.05421,11.19
cell_001,556,0.05423,11.24
cell_001,557,0.05477,12.35
cell_001,558,0.05389,10.53
cell_001,559,0.05393,10.63
cell_001,560,0.05411,11.0
cell_001,561,0.05428,11.34
cell_001,562,0.05474,12.28
cell_001,563,0.05452,11.84
cell_001,564,0.05479,12.39
cell_001,565,0.05428,11.33
cell_001,566,0.05475,12.31
cell_001,567,0.05457,11.94
cell_001,568,0.05426,11.3
cell_001,569,0.05442,11.64
cell_001,570,0.05401,10.79
cell_001,571,0.05431,11.41
cell_001,572,0.05419,11.17
cell_001,573,0.05405,10.88
cell_001,574,0.05422,11.23
cell_001,575,0.05485,12.52
cell_001,576,0.05452,11.84
cell_001,577,0.05417,11.11
cell_001,578,0.05493,12.67
cell_001,579,0.05408,10.94
cell_001,580,0.05421,11.21
cell_001,581,0.05456,11.91
cell_001,582,0.05481,12.42
cell_001,583,0.05432,11.43
cell_001,584,0.05423,11.25
cell_001,585,0.05487,12.55
cell_001,586,0.0548,12.41
cell_001,587,0.05507,12.96
cell_001,588,0.05508,12.99
cell_001,589,0.05477,12.35
cell_001,590,0.0549,12.62
cell_001,591,0.05478,12.37
cell_001,592,0.05514,13.1
cell_001,593,0.05504,12.91
cell_001,594,0.05424,11.26
cell_001,595,0.05514,13.12
cell_001,596,0.05483,12.47
cell_001,597,0.05442,11.63
cell_001,598,0.05436,11.51
cell_001,599,0.05517,13.18
cell_001,600,0.05479,12.38
cell_001,601,0.05488,12.57
cell_001,602,0.05433,11.44
cell_001,603,0.05441,11.6
cell_001,604,0.05487,12.56
cell_001,605,0.0544,11.6
cell_001,606,0.0552,13.24
cell_001,607,0.05491,12.64
cell_001,608,0.05523,13.29
cell_001,609,0.0547,12.2
cell_001,610,0.05504,12.91
cell_001,611,0.05529,13.42
cell_001,612,0.05508,12.99
cell_001,613,0.05533,13.51
cell_001,614,0.05497,12.75
cell_001,615,0.05475,12.3
cell_001,616,0.05509,13.0
cell_001,617,0.05485,12.51
cell_001,618,0.05472,12.26
cell_001,619,0.055,12.82
cell_001,620,0.05508,12.98
cell_001,621,0.0553,13.43
cell_001,622,0.05535,13.55
cell_001,623,0.05549,13.84
cell_001,624,0.0548,12.41
cell_001,625,0.05544,13.73
cell_001,626,0.05477,12.35
cell_001,627,0.0553,13.43
cell_001,628,0.05466,12.13
cell_001,629,0.05477,12.36
cell_001,630,0.05557,13.99
cell_001,631,0.05466,12.13
cell_001,632,0.05475,12.3
cell_001,633,0.0547,12.2
cell_001,634,0.05532,13.48
cell_001,635,0.05501,12.85
cell_001,636,0.05546,13.77
cell_001,637,0.0547,12.2
cell_001,638,0.0554,13.65
cell_001,639,0.05481,12.43
cell_001,640,0.05549,13.82
cell_001,641,0.05518,13.18
cell_001,642,0.05535,13.54
cell_001,643,0.05489,12.58
cell_001,644,0.05489,12.6
cell_001,645,0.05553,13.9
cell_001,646,0.05512,13.06
cell_001,647,0.05505,12.92
cell_001,648,0.05571,14.28
cell_001,649,0.05506,12.95
cell_001,650,0.05516,13.16
cell_001,651,0.05491,12.64
cell_001,652,0.0556,14.04
cell_001,653,0.05513,13.1
cell_001,654,0.05555,13.95
cell_001,655,0.0556,14.05
cell_001,656,0.05511,13.06
cell_001,657,0.05558,14.02
cell_001,658,0.05516,13.14
cell_001,659,0.05512,13.06
cell_001,660,0.05531,13.46
cell_001,661,0.05504,12.9
cell_001,662,0.05524,13.31
cell_001,663,0.05536,13.56
cell_001,664,0.0558,14.46
cell_001,665,0.05507,12.97
cell_001,666,0.0555,13.86
cell_001,667,0.05509,13.0
cell_001,668,0.05593,14.74
cell_001,669,0.05514,13.1
cell_001,670,0.0554,13.63
cell_001,671,0.05598,14.84
cell_001,672,0.05578,14.41
cell_001,673,0.05596,14.79
cell_001,674,0.05602,14.91
cell_001,675,0.05523,13.28
cell_001,676,0.05579,14.43
cell_001,677,0.05559,14.03
cell_001,678,0.05569,14.24
cell_001,679,0.05533,13.5
cell_001,680,0.05592,14.7
cell_001,681,0.05584,14.55
cell_001,682,0.05551,13.87
cell_001,683,0.05608,15.04
cell_001,684,0.05592,14.7
cell_001,685,0.05525,13.34
cell_001,686,0.05615,15.18
cell_001,687,0.05563,14.11
cell_001,688,0.0557,14.26
cell_001,689,0.0561,15.07
cell_001,690,0.05584,14.55
cell_001,691,0.05529,13.41
cell_001,692,0.05603,14.94
cell_001,693,0.05575,14.36
cell_001,694,0.05584,14.54
cell_001,695,0.05544,13.73
cell_001,696,0.05563,14.11
cell_001,697,0.05604,14.95
cell_001,698,0.05614,15.16
cell_001,699,0.05594,14.76
cell_001,700,0.05599,14.84
cell_001,701,0.0554,13.65
cell_001,702,0.0554,13.64
cell_001,703,0.05589,14.65
cell_001,704,0.05626,15.41
cell_001,705,0.0559,14.67
cell_001,706,0.05546,13.77
cell_001,707,0.0563,15.49
cell_001,708,0.05602,14.92
cell_001,709,0.05625,15.39
cell_001,710,0.05561,14.07
cell_001,711,0.05615,15.19
cell_001,712,0.05612,15.11
cell_001,713,0.05604,14.95
cell_001,714,0.05632,15.53
cell_001,715,0.05633,15.54
cell_001,716,0.05571,14.27
cell_001,717,0.05645,15.8
cell_001,718,0.05651,15.92
cell_001,719,0.05648,15.86
cell_001,720,0.0562,15.29
cell_001,721,0.05608,15.03
cell_001,722,0.05653,15.95
cell_001,723,0.05565,14.15
cell_001,724,0.05612,15.11
cell_001,725,0.05644,15.78
cell_001,726,0.05636,15.61
cell_001,727,0.0564,15.69
cell_001,728,0.05592,14.7
cell_001,729,0.0559,14.67
cell_001,730,0.05646,15.81
cell_001,731,0.05619,15.26
cell_001,732,0.05575,14.35
cell_001,733,0.05609,15.05
cell_001,734,0.05588,14.62
cell_001,735,0.05642,15.73
cell_001,736,0.05584,14.55
cell_001,737,0.05605,14.97
cell_001,738,0.05627,15.42
cell_001,739,0.05637,15.63
cell_001,740,0.05648,15.85
cell_001,741,0.05598,14.84
cell_001,742,0.05604,14.96
cell_001,743,0.05649,15.88
cell_001,744,0.05643,15.75
cell_001,745,0.05657,16.04
cell_001,746,0.05663,16.17
cell_001,747,0.05618,15.24
cell_001,748,0.05668,16.27
cell_001,749,0.05672,16.36
cell_001,750,0.05592,14.71
cell_001,751,0.05593,14.74
cell_001,752,0.05666,16.23
cell_001,753,0.05612,15.11
cell_001,754,0.05652,15.94
cell_001,755,0.05608,15.04
cell_001,756,0.0565,15.9
cell_001,757,0.05606,14.99
cell_001,758,0.05601,14.9
cell_001,759,0.05602,14.91
cell_001,760,0.05684,16.6
cell_001,761,0.05688,16.68
cell_001,762,0.05628,15.44
cell_001,763,0.05676,16.43
cell_001,764,0.05693,16.78
cell_001,765,0.05611,15.09
cell_001,766,0.05697,16.85
cell_001,767,0.05673,16.37
cell_001,768,0.05687,16.66
cell_001,769,0.05694,16.8
cell_001,770,0.05634,15.56
cell_001,771,0.05656,16.02
cell_001,772,0.05645,15.8
cell_001,773,0.057,16.92
cell_001,774,0.05655,15.99
cell_001,775,0.0562,15.28
cell_001,776,0.05639,15.67
cell_001,777,0.05685,16.61
cell_001,778,0.05682,16.54
cell_001,779,0.05653,15.96
cell_001,780,0.05681,16.54
cell_001,781,0.05662,16.14
cell_001,782,0.05719,17.31
cell_001,783,0.05707,17.07
cell_001,784,0.05713,17.19
cell_001,785,0.05658,16.05
cell_001,786,0.05716,17.24
cell_001,787,0.05706,17.04
cell_001,788,0.05648,15.87
cell_001,789,0.05635,15.59
cell_001,790,0.05657,16.04
cell_001,791,0.05646,15.82
cell_001,792,0.05706,17.05
cell_001,793,0.05707,17.07
cell_001,794,0.0573,17.54
cell_001,795,0.05671,16.32
cell_001,796,0.0568,16.51
cell_001,797,0.05723,17.4
cell_001,798,0.05734,17.63
cell_001,799,0.05737,17.68
cell_001,800,0.05686,16.64
cell_002,1,0.04892,0.42
cell_002,2,0.04919,0.97
cell_002,3,0.04837,-0.71
cell_002,4,0.04848,-0.47
cell_002,5,0.04881,0.19
cell_002,6,0.0483,-0.85
cell_002,7,0.04882,0.23
cell_002,8,0.04887,0.32
cell_002,9,0.04848,-0.49
cell_002,10,0.04846,-0.52
cell_002,11,0.04925,1.11
cell_002,12,0.0489,0.39
cell_002,13,0.04921,1.02
cell_002,14,0.04843,-0.58
cell_002,15,0.04903,0.66
cell_002,16,0.04915,0.89
cell_002,17,0.04929,1.19
cell_002,18,0.04889,0.36
cell_002,19,0.04902,0.63
cell_002,20,0.04904,0.68
cell_002,21,0.04857,-0.3
cell_002,22,0.04858,-0.26
cell_002,23,0.04935,1.3
cell_002,24,0.04872,0.01
cell_002,25,0.04936,1.33
cell_002,26,0.04911,0.82
cell_002,27,0.04914,0.87
cell_002,28,0.0494,1.42
cell_002,29,0.04882,0.23
cell_002,30,0.04888,0.35
cell_002,31,0.04936,1.32
cell_002,32,0.04888,0.34
cell_002,33,0.0494,1.42
cell_002,34,0.04864,-0.15
cell_002,35,0.04867,-0.09
cell_002,36,0.04936,1.32
cell_002,37,0.04899,0.56
cell_002,38,0.04918,0.96
cell_002,39,0.04917,0.93
cell_002,40,0.04923,1.07
cell_002,41,0.04939,1.38
cell_002,42,0.04933,1.27
cell_002,43,0.0491,0.79
cell_002,44,0.04875,0.08
cell_002,45,0.04958,1.78
cell_002,46,0.04877,0.12
cell_002,47,0.04869,-0.04
cell_002,48,0.0489,0.39
cell_002,49,0.04931,1.22
cell_002,50,0.04914,0.88
cell_002,51,0.04909,0.77
cell_002,52,0.04877,0.13
cell_002,53,0.04966,1.94
cell_002,54,0.04961,1.84
cell_002,55,0.04915,0.89
cell_002,56,0.04901,0.61
cell_002,57,0.04963,1.88
cell_002,58,0.04909,0.77
cell_002,59,0.04906,0.71
cell_002,60,0.04937,1.34
cell_002,61,0.04972,2.07
cell_002,62,0.04972,2.06
cell_002,63,0.04937,1.35
cell_002,64,0.0494,1.41
cell_002,65,0.04926,1.13
cell_002,66,0.04886,0.29
cell_002,67,0.04925,1.1
cell_002,68,0.04932,1.25
cell_002,69,0.04889,0.36
cell_002,70,0.04943,1.47
