distance_km,trip_duration_s,rated_range_km,ambient_temp_c,aggressiveness_score,hard_braking_pct,hard_accel_pct,roughness_score,pothole_density_per_km,thermal_stress_index,is_extreme_heat,traffic_factor,idle_fraction,num_stops,avg_moving_speed_kmh,load_factor,load_ratio,total_mass_kg,actual_range_km,city,season,total_energy_kwh,trip_id
20.970222607738556,3939,120.0,28.6,0.63,0.0,0.0,4.72,2.58,2.31,0,2.17,0.0018,0,19.2,7.58,1.2581,534.7,119.33,delhi,monsoon,1.3807,19
18.774756199777745,3549,120.0,29.3,0.61,0.0,0.0,4.1,2.13,2.86,0,2.21,0.0008,1,19.06,5.11,1.0108,429.6,156.0,delhi,monsoon,0.8333,20
5.635185263421698,1016,120.0,40.4,0.6,0.0,0.0,3.51,1.6,6.33,1,2.11,0.001,0,19.99,6.95,1.1951,507.9,126.78,bengaluru,summer,0.3209,21
8.340253224852852,1534,120.0,9.6,0.62,0.0,0.0,5.49,2.76,3.39,0,2.21,0.0013,1,19.6,7.02,1.2021,510.9,127.57,delhi,winter,0.4775,22
8.399748927201443,1632,120.0,33.1,0.62,0.0,0.0,4.12,2.26,2.99,0,2.36,0.0025,2,18.57,6.63,1.1628,494.2,155.2,chennai,summer,0.4167,23
4.367327714469087,790,120.0,21.9,0.63,0.0,0.0,5.86,3.43,0.53,0,2.14,0.0051,0,20.0,7.15,1.2153,516.5,146.39,chennai,winter,0.2286,24
4.6043734940471195,890,120.0,3.3,0.6,0.0,0.0,4.46,2.61,4.68,0,2.2,0.0011,0,18.65,6.92,1.1918,506.5,125.13,delhi,winter,0.2861,25
10.947634518726614,1992,120.0,23.8,0.61,0.0,0.0,3.5,1.74,1.45,0,2.12,0.0005,0,19.79,7.36,1.2355,525.1,140.09,chennai,winter,0.5757,26
4.667368091166716,885,120.0,11.2,0.63,0.0,0.0,4.64,2.57,2.59,0,2.21,0.0056,0,19.09,6.01,1.1007,467.8,156.0,delhi,winter,0.2286,27
9.062477245171888,1754,120.0,19.5,0.63,0.0,0.0,6.2,3.42,1.02,0,2.37,0.0057,2,18.7,6.92,1.1922,506.7,118.57,bengaluru,winter,0.5658,28
16.96910290811433,3194,120.0,27.6,0.63,0.0,0.0,5.11,2.53,2.46,0,2.2,0.0006,1,19.14,6.66,1.1656,495.4,136.92,delhi,monsoon,0.9552,29
16.38933599999175,2979,120.0,46.5,0.62,0.0,0.0,5.29,2.99,8.5,1,2.16,0.001,1,19.82,6.16,1.1162,474.4,149.12,delhi,summer,0.7979,30
7.814305088955444,1459,120.0,23.8,0.62,0.0,0.0,6.69,3.33,1.92,0,2.32,0.0027,2,19.33,5.72,1.072,455.6,156.0,delhi,monsoon,0.3657,31
8.708467079713413,1577,120.0,29.5,0.61,0.0,0.0,3.98,2.3,1.52,0,2.12,0.0013,0,19.9,5.54,1.0539,447.9,156.0,bengaluru,summer,0.4039,32
5.173751276970009,971,120.0,32.4,0.62,0.0,0.0,3.76,1.93,3.02,0,2.17,0.0021,0,19.22,6.8,1.1798,501.4,148.02,bengaluru,summer,0.2621,33
9.750577573746941,1878,120.0,36.8,0.61,0.0,0.0,3.75,2.15,5.0,0,2.27,0.0021,1,18.73,5.5,1.0501,446.3,156.0,bengaluru,summer,0.4426,34
15.85808933609392,2986,120.0,43.3,0.61,0.0,0.0,3.8,1.58,7.03,1,2.21,0.001,1,19.14,5.5,1.0504,446.4,156.0,delhi,summer,0.7162,35
13.638448869236475,2519,120.0,44.9,0.61,0.0,0.0,3.95,1.91,8.47,1,2.14,0.0008,0,19.51,7.06,1.2064,512.7,146.26,chennai,summer,0.6962,36
20.55670156528706,3658,120.0,29.2,0.62,0.0,0.0,4.02,2.34,1.98,0,2.12,0.0014,1,20.26,7.03,1.2028,511.2,112.93,bengaluru,summer,1.3141,37
4.495492573043816,853,120.0,37.2,0.61,0.0,0.0,3.75,1.78,4.79,0,2.23,0.0082,0,19.12,5.92,1.0915,463.9,156.0,chennai,summer,0.2116,38
10.414458049845107,1922,120.0,18.5,0.63,0.0,0.0,5.52,2.59,1.08,0,2.15,0.0021,0,19.55,7.11,1.2108,514.6,126.32,bengaluru,winter,0.6125,39
19.96890127167775,3761,120.0,27.1,0.62,0.0,0.0,4.89,3.0,1.17,0,2.17,0.0008,0,19.13,6.65,1.1647,495.0,128.04,chennai,winter,1.1178,40
12.403203393324228,2261,120.0,24.1,0.62,0.0,0.0,5.34,3.31,0.56,0,2.12,0.0009,0,19.77,6.6,1.1595,492.8,151.99,bengaluru,winter,0.6207,41
13.741521794415274,2556,120.0,38.1,0.64,0.0,0.0,4.42,2.4,5.7,0,2.22,0.0047,1,19.44,7.44,1.2442,528.8,143.76,delhi,summer,0.7387,42
21.046238958194166,3955,120.0,48.7,0.62,0.0,0.0,4.82,2.57,8.5,1,2.16,0.0003,0,19.16,5.66,1.0659,453.0,156.0,delhi,summer,0.9743,43
2.4052598798095493,474,120.0,31.2,0.61,0.0,0.0,5.28,2.91,2.18,0,2.25,0.0042,0,18.34,7.29,1.2294,522.5,113.98,bengaluru,summer,0.1532,44
13.452682501122878,2471,120.0,11.8,0.63,0.0,0.0,4.62,1.93,2.32,0,2.13,0.0004,0,19.61,7.65,1.2647,537.5,129.63,delhi,winter,0.808,45
15.575168035051211,2868,120.0,28.0,0.61,0.0,0.0,5.55,3.15,2.8,0,2.22,0.0014,2,19.58,7.14,1.2136,515.8,130.27,bengaluru,monsoon,0.8923,46
6.465616194930014,1289,120.0,29.6,0.64,0.0,0.0,5.81,3.56,1.48,0,2.3,0.0085,0,18.21,7.34,1.2336,524.3,116.19,bengaluru,summer,0.4158,47
11.81296076019073,2230,120.0,34.3,0.61,0.0,0.0,4.28,2.2,4.86,0,2.22,0.0009,1,19.09,7.62,1.2624,536.5,137.93,bengaluru,monsoon,0.6329,48
12.43701019624735,2421,120.0,9.7,0.62,0.0,0.0,4.99,3.22,3.02,0,2.27,0.0021,1,18.53,7.37,1.2369,525.7,133.69,delhi,winter,0.7253,49
18.347976363499,3367,120.0,25.8,0.62,0.0,0.0,4.97,2.29,1.93,0,2.24,0.0015,3,19.64,5.42,1.0421,442.9,156.0,delhi,monsoon,0.844,50
14.315681702948982,2642,120.0,25.1,0.62,0.0,0.0,3.81,2.58,1.14,0,2.14,0.0004,0,19.51,7.05,1.2054,512.3,110.14,bengaluru,winter,0.9919,51
11.608053900705539,2150,120.0,24.3,0.65,0.0,0.0,4.57,2.5,1.01,0,2.15,0.0009,0,19.45,5.16,1.0158,431.7,156.0,delhi,monsoon,0.5286,52
10.750952020063643,2038,120.0,24.7,0.62,0.0,0.0,4.2,2.7,1.24,0,2.24,0.002,1,19.03,5.93,1.0927,464.4,152.74,chennai,winter,0.5168,53
16.034348526539727,2950,120.0,29.2,0.63,0.0,0.0,4.39,2.56,2.25,0,2.18,0.001,1,19.59,6.89,1.1894,505.5,114.24,bengaluru,summer,1.1021,54
15.727819534879806,2933,120.0,20.0,0.63,0.0,0.0,5.12,2.92,0.72,0,2.15,0.0007,0,19.32,7.04,1.204,511.7,104.74,bengaluru,winter,1.0926,55
18.014815022540006,3348,120.0,30.9,0.62,0.0,0.0,4.99,2.89,3.79,0,2.15,0.0006,0,19.38,7.28,1.228,521.9,108.04,bengaluru,monsoon,1.2631,56
18.653052883602975,3368,120.0,26.3,0.62,0.0,0.0,4.54,2.68,2.16,0,2.11,0.0003,0,19.94,6.55,1.1546,490.7,140.65,bengaluru,monsoon,1.043,57
12.241402246836346,2217,120.0,29.1,0.64,0.0,0.0,3.83,2.61,2.37,0,2.12,0.0009,0,19.9,7.2,1.2198,518.4,101.06,bengaluru,monsoon,0.8787,58
3.3102911917261486,649,120.0,37.4,0.64,0.0,0.0,6.5,3.63,4.55,0,2.26,0.0062,0,18.47,7.07,1.2073,513.1,122.09,delhi,summer,0.2125,59
13.608872981356836,2488,120.0,23.8,0.61,0.0,0.0,4.96,2.65,1.38,0,2.13,0.0012,0,19.71,7.33,1.2332,524.1,130.6,delhi,monsoon,0.7879,60
6.8089553712523445,1293,120.0,10.7,0.63,0.0,0.0,3.7,2.2,3.12,0,2.18,0.0008,0,18.97,6.98,1.1979,509.1,125.76,delhi,winter,0.3914,61
11.453997737333248,2122,120.0,22.2,0.61,0.0,0.0,3.96,1.57,1.11,0,2.15,0.0009,0,19.45,7.43,1.2426,528.1,127.41,delhi,monsoon,0.6739,62
7.929021525383971,1537,120.0,34.1,0.59,0.0,0.0,4.61,2.52,3.53,0,2.38,0.0039,2,18.64,6.01,1.1012,468.0,155.75,chennai,summer,0.3708,63
2.9054872169795933,568,120.0,33.8,0.62,0.0,0.0,6.13,4.47,3.41,0,2.7,0.0106,2,18.6,6.77,1.1769,500.2,114.25,bengaluru,summer,0.1994,64
9.73170373280306,1793,120.0,5.2,0.61,0.0,0.0,4.37,1.64,4.12,0,2.14,0.0011,0,19.56,7.28,1.2278,521.8,119.95,delhi,winter,0.6344,65
15.206369784548741,2939,120.0,40.7,0.62,0.0,0.0,5.03,2.96,6.09,1,2.25,0.0014,1,18.65,7.62,1.2624,536.5,122.39,bengaluru,summer,0.9012,66
13.264754201506344,2490,120.0,20.5,0.64,0.0,0.0,4.01,2.34,1.14,0,2.16,0.0008,0,19.19,7.07,1.2066,512.8,133.26,bengaluru,winter,0.7777,67
5.202465252451013,948,120.0,24.4,0.61,0.0,0.0,4.49,2.5,1.82,0,2.13,0.0021,0,19.8,7.34,1.2336,524.3,103.95,bengaluru,monsoon,0.3645,68
19.43786305795177,3693,120.0,9.5,0.63,0.0,0.0,4.44,2.06,3.0,0,2.21,0.0014,1,18.97,6.69,1.1689,496.8,110.06,delhi,winter,1.3239,69
3.7712406892025907,755,120.0,25.3,0.62,0.0,0.0,3.08,0.53,1.36,0,2.25,0.0013,0,18.01,7.3,1.2299,522.7,149.07,bengaluru,monsoon,0.1968,70
16.421858370491325,3120,120.0,32.0,0.64,0.0,0.0,5.05,2.62,4.54,0,2.18,0.0006,0,18.96,6.83,1.1831,502.8,128.92,bengaluru,monsoon,0.9367,71
18.63519747014841,3401,120.0,34.5,0.63,0.0,0.0,4.73,2.31,3.77,0,2.12,0.0003,0,19.73,5.22,1.0216,434.2,156.0,chennai,summer,0.8446,72
18.638121006226346,3536,120.0,23.7,0.63,0.0,0.0,4.48,2.25,1.84,0,2.18,0.0014,0,19.0,6.54,1.1541,490.5,113.1,delhi,monsoon,1.2465,73
17.680115336166285,3432,120.0,42.9,0.63,0.0,0.0,3.88,2.09,7.65,1,2.24,0.0006,1,18.56,5.59,1.0586,449.9,156.0,delhi,summer,0.8161,74
9.92911470338353,1810,120.0,26.8,0.63,0.0,0.0,4.4,2.82,1.68,0,2.12,0.0006,0,19.76,7.63,1.2628,536.7,118.73,bengaluru,monsoon,0.5988,75
16.374832667681115,3040,120.0,42.3,0.63,0.0,0.0,4.5,2.14,6.63,1,2.15,0.0003,0,19.4,6.7,1.1699,497.2,105.96,delhi,summer,1.1198,76
10.681874769463574,1972,120.0,24.6,0.6,0.0,0.0,4.0,2.43,1.12,0,2.15,0.0025,0,19.55,7.07,1.2066,512.8,141.08,bengaluru,winter,0.5451,77
11.723939531866934,2154,120.0,26.9,0.61,0.0,0.0,5.08,3.24,0.88,0,2.2,0.0023,1,19.64,7.59,1.2586,534.9,134.0,bengaluru,summer,0.6298,78
9.829283197142649,1873,120.0,35.2,0.63,0.0,0.0,4.32,1.73,3.65,0,2.19,0.0011,0,18.91,6.85,1.1849,503.6,113.09,bengaluru,summer,0.6732,79
15.97370701705482,3078,120.0,20.6,0.62,0.0,0.0,4.12,2.32,0.62,0,2.2,0.001,0,18.7,6.78,1.1781,500.7,113.96,bengaluru,winter,1.0851,80
1.732863850304361,333,120.0,10.3,0.68,0.0,0.0,4.0,1.15,2.64,0,2.28,0.012,0,18.96,6.72,1.1715,497.9,135.33,delhi,winter,0.0944,81
14.988248042860585,2730,120.0,28.7,0.62,0.0,0.0,5.58,3.0,2.69,0,2.12,0.0004,0,19.77,6.7,1.1704,497.4,105.97,delhi,monsoon,1.0225,82
5.283464148706644,966,120.0,38.8,0.59,0.0,0.0,4.55,2.84,5.98,0,2.19,0.0093,0,19.86,7.37,1.2374,525.9,123.74,bengaluru,summer,0.3356,83
10.247798588364928,1922,120.0,31.4,0.66,0.0,0.0,5.29,3.03,3.29,0,2.24,0.0031,1,19.25,7.12,1.2115,514.9,118.9,delhi,monsoon,0.6158,84
20.111881838975176,3775,120.0,27.5,0.62,0.0,0.0,4.44,2.34,2.48,0,2.17,0.0011,0,19.2,7.12,1.2125,515.3,114.79,delhi,monsoon,1.2711,85
3.881140419872552,748,120.0,36.9,0.64,0.0,0.0,5.14,3.09,4.77,0,2.2,0.0013,0,18.7,6.78,1.1776,500.5,115.65,bengaluru,summer,0.2515,86
13.402459249917383,2447,120.0,31.7,0.63,0.0,0.0,4.5,2.31,2.76,0,2.12,0.0004,0,19.73,7.48,1.2482,530.5,137.8,bengaluru,summer,0.7233,87
17.629453139859592,3326,120.0,40.9,0.62,0.0,0.0,4.24,2.21,6.13,1,2.17,0.0006,0,19.09,7.62,1.2624,536.5,119.61,delhi,summer,1.0504,88
8.05486144298907,1472,120.0,37.8,0.63,0.0,0.0,4.18,2.73,4.73,0,2.15,0.0034,0,19.77,7.08,1.2075,513.2,105.96,chennai,summer,0.5613,89
20.660456719322692,3776,120.0,40.1,0.62,0.0,0.0,4.36,2.66,5.64,1,2.25,0.0013,4,19.72,6.8,1.1802,501.6,149.45,chennai,summer,1.0592,90
7.3072256313286905,1408,120.0,30.5,0.64,0.0,0.0,4.77,2.33,3.18,0,2.41,0.0071,2,18.81,7.5,1.2496,531.1,106.0,chennai,monsoon,0.529,91
20.632062081125905,3767,120.0,41.1,0.6,0.0,0.0,3.55,1.7,6.47,1,2.15,0.0005,1,19.73,6.83,1.1828,502.7,150.09,delhi,summer,1.0396,92
14.21712171478846,2730,120.0,46.5,0.63,0.0,0.0,4.97,2.74,8.35,1,2.2,0.0011,0,18.77,6.8,1.18,501.5,126.93,delhi,summer,0.8041,93
12.652946220203733,2307,120.0,25.5,0.64,0.0,0.0,4.36,2.77,1.61,0,2.12,0.0009,0,19.76,7.52,1.2515,531.9,116.66,bengaluru,monsoon,0.8364,94
5.329948580245227,1004,120.0,28.5,0.62,0.0,0.0,6.51,3.94,1.4,0,2.22,0.008,0,19.25,5.72,1.0722,455.7,155.37,chennai,winter,0.2543,95
9.866358564996645,1849,120.0,12.7,0.63,0.0,0.0,5.0,2.84,2.45,0,2.17,0.0022,0,19.25,7.13,1.2129,515.5,106.93,delhi,winter,0.6979,96
11.173499370364757,2094,120.0,31.7,0.62,0.0,0.0,4.05,1.97,3.51,0,2.23,0.0033,1,19.27,7.44,1.2438,528.6,146.17,chennai,monsoon,0.593,97
6.41960391080272,1201,120.0,30.3,0.65,0.0,0.0,4.37,2.8,2.51,0,2.17,0.0017,0,19.27,6.87,1.1871,504.5,132.3,bengaluru,monsoon,0.3761,98
11.984514768966168,2287,120.0,12.4,0.62,0.0,0.0,4.26,1.75,2.2,0,2.18,0.0004,0,18.87,7.61,1.2607,535.8,117.41,delhi,winter,0.783,99
9.800803642635037,1871,120.0,9.1,0.63,0.0,0.0,3.76,1.84,3.05,0,2.19,0.0011,0,18.88,7.59,1.2591,535.1,125.91,delhi,winter,0.5904,100
8.058470998238164,1536,120.0,11.5,0.63,0.0,0.0,4.37,2.11,2.94,0,2.27,0.0026,1,18.93,7.19,1.2186,517.9,114.18,delhi,winter,0.5151,101
21.373694832469493,3964,120.0,26.0,0.62,0.0,0.0,4.07,2.53,0.4,0,2.16,0.002,0,19.45,7.6,1.2602,535.6,105.55,bengaluru,summer,1.5231,102
10.009317864443346,1843,120.0,26.0,0.63,0.0,0.0,4.32,1.4,1.54,0,2.14,0.0011,0,19.57,5.55,1.0551,448.4,156.0,bengaluru,monsoon,0.4649,103
20.326597900022374,3785,120.0,18.4,0.63,0.0,0.0,3.59,2.12,1.52,0,2.18,0.0008,1,19.35,6.73,1.1732,498.6,116.03,bengaluru,winter,1.2823,104
16.123864536089265,2977,120.0,3.6,0.61,0.0,0.0,5.3,2.85,4.32,0,2.14,0.0007,0,19.51,6.76,1.1762,499.9,149.81,delhi,winter,0.8175,105
19.277793130139056,3598,120.0,29.7,0.61,0.0,0.0,4.21,2.28,2.39,0,2.15,0.0003,0,19.29,6.8,1.1795,501.3,107.51,chennai,monsoon,1.3057,106
3.1695563543782237,596,120.0,23.0,0.63,0.0,0.0,6.35,3.47,1.36,0,2.19,0.0034,0,19.2,7.57,1.2569,534.2,109.8,delhi,monsoon,0.2083,107
12.039090331647788,2241,120.0,26.9,0.63,0.0,0.0,4.99,3.16,1.93,0,2.15,0.0004,0,19.35,7.21,1.2209,518.9,127.23,chennai,monsoon,0.7013,108
16.780413071361842,3139,120.0,41.3,0.62,0.0,0.0,4.79,2.2,6.35,1,2.19,0.0006,1,19.26,7.33,1.2332,524.1,113.71,delhi,summer,1.0962,109
7.803591600805048,1487,120.0,25.1,0.64,0.0,0.0,4.38,2.31,1.07,0,2.28,0.004,1,18.97,6.59,1.1586,492.4,118.85,bengaluru,monsoon,0.4908,110
12.543102512965739,2303,120.0,44.4,0.63,0.0,0.0,4.09,2.15,8.09,1,2.13,0.0009,0,19.62,6.68,1.168,496.4,135.76,delhi,summer,0.7033,111
9.696951442804941,1849,120.0,38.3,0.61,0.0,0.0,4.46,2.78,5.1,0,2.26,0.0032,1,18.94,6.58,1.1584,492.3,155.25,chennai,summer,0.4776,112
14.162252184385343,2692,120.0,36.9,0.62,0.0,0.0,3.63,2.12,4.47,0,2.28,0.0033,2,19.0,7.36,1.2358,525.2,105.66,chennai,summer,0.9966,113
17.62813174716135,3246,120.0,45.9,0.61,0.0,0.0,5.74,3.4,8.12,1,2.13,0.0003,0,19.56,5.08,1.0075,428.2,156.0,delhi,summer,0.7817,114
19.724608619131054,3731,120.0,25.6,0.63,0.0,0.0,4.44,2.13,0.21,0,2.2,0.0005,1,19.04,7.1,1.2099,514.2,111.5,bengaluru,winter,1.3706,115
7.750220659892022,1474,120.0,11.7,0.6,0.0,0.0,5.84,2.84,2.75,0,2.19,0.0014,0,18.95,5.58,1.0584,449.8,156.0,delhi,winter,0.3545,116
20.148619859217025,3782,120.0,21.2,0.61,0.0,0.0,4.29,2.38,0.89,0,2.16,0.0003,0,19.18,7.44,1.2445,528.9,106.54,chennai,winter,1.4139,117
10.867672835681839,2072,120.0,42.9,0.63,0.0,0.0,4.81,2.3,7.34,1,2.19,0.0019,0,18.92,7.23,1.2231,519.8,129.59,delhi,summer,0.6374,118
11.763416019534244,2197,120.0,34.1,0.62,0.0,0.0,4.68,2.3,3.38,0,2.15,0.0005,0,19.28,5.16,1.0162,431.9,156.0,bengaluru,summer,0.523,119
18.57759411903168,3385,120.0,38.9,0.63,0.0,0.0,5.07,2.75,5.85,0,2.13,0.0015,0,19.79,5.53,1.0534,447.7,156.0,bengaluru,summer,0.8723,120
8.030007101998702,1477,120.0,29.8,0.62,0.0,0.0,4.72,2.49,2.92,0,2.14,0.0014,0,19.6,7.13,1.2129,515.5,138.3,chennai,monsoon,0.4206,121
19.75774345767788,3713,120.0,37.8,0.62,0.0,0.0,4.35,2.28,5.35,0,2.19,0.0005,1,19.17,5.32,1.0315,438.4,156.0,delhi,summer,0.8924,122
11.06110178424887,1975,120.0,21.6,0.61,0.0,0.0,4.26,2.44,0.46,0,2.17,0.0041,1,20.24,7.02,1.2021,510.9,121.76,chennai,winter,0.7,123
18.243938218248157,3388,120.0,10.7,0.62,0.0,0.0,5.08,2.36,2.56,0,2.15,0.0006,0,19.4,7.6,1.2595,535.3,109.06,delhi,winter,1.2883,124
20.00233316202013,3758,120.0,29.9,0.62,0.0,0.0,4.05,2.5,2.06,0,2.16,0.0008,0,19.18,5.5,1.0496,446.1,156.0,bengaluru,summer,0.9122,125
6.649448360627608,1292,120.0,21.6,0.6,0.0,0.0,4.94,3.16,1.66,0,2.22,0.0023,0,18.57,5.9,1.0901,463.3,156.0,delhi,monsoon,0.3091,126
8.87499484990888,1663,120.0,39.6,0.66,0.0,0.0,2.88,1.69,6.25,0,2.16,0.0012,0,19.23,7.64,1.2645,537.4,121.58,chennai,summer,0.5414,127
15.044225840115107,2839,120.0,24.8,0.63,0.0,0.0,4.74,2.66,1.45,0,2.26,0.0021,2,19.11,6.84,1.1835,503.0,109.45,chennai,monsoon,1.0386,128
2.960882797533428,574,120.0,22.8,0.63,0.0,0.0,5.19,2.36,1.63,0,2.23,0.0035,0,18.63,6.12,1.1118,472.5,145.99,delhi,monsoon,0.1447,129
16.08934888839046,3029,120.0,30.1,0.61,0.0,0.0,5.45,2.8,3.59,0,2.17,0.001,0,19.14,6.73,1.1727,498.4,124.51,delhi,monsoon,0.9844,130
17.65292382377567,3175,120.0,9.7,0.62,0.0,0.0,4.26,2.1,2.77,0,2.11,0.0016,0,20.05,7.12,1.2115,514.9,138.45,delhi,winter,0.9282,131
2.608268724704581,459,120.0,16.3,0.6,0.0,0.0,3.47,1.92,1.41,0,2.1,0.0044,0,20.54,6.67,1.1673,496.1,117.96,bengaluru,winter,0.1606,132
20.361748038061393,3830,120.0,40.4,0.63,0.0,0.0,4.62,2.55,6.28,1,2.17,0.0008,0,19.15,7.24,1.2242,520.3,139.18,bengaluru,summer,1.0693,133
10.790593773720195,1978,120.0,31.1,0.63,0.0,0.0,4.37,3.52,2.92,0,2.13,0.001,0,19.66,7.13,1.2129,515.5,148.13,chennai,monsoon,0.565,134
19.521308538131013,3560,120.0,32.9,0.63,0.0,0.0,3.36,1.95,3.08,0,2.12,0.0003,0,19.75,5.92,1.0922,464.2,152.55,chennai,summer,0.9394,135
14.985957500093606,2832,120.0,30.0,0.63,0.0,0.0,4.17,2.0,2.92,0,2.17,0.0011,0,19.07,6.68,1.1678,496.3,150.59,bengaluru,monsoon,0.7564,136
5.344616556616831,956,120.0,3.9,0.62,0.0,0.0,4.12,1.87,4.08,0,2.22,0.0021,1,20.17,5.41,1.0407,442.3,156.0,delhi,winter,0.2476,137
12.930856010059472,2434,120.0,19.8,0.63,0.0,0.0,3.7,2.24,0.76,0,2.23,0.0029,1,19.18,7.55,1.2553,533.5,100.18,bengaluru,winter,0.9254,138
9.955211993287264,1854,120.0,8.2,0.63,0.0,0.0,4.71,2.41,3.49,0,2.22,0.0016,1,19.36,6.15,1.1148,473.8,151.95,delhi,winter,0.4837,139
15.560778470885689,2854,120.0,36.3,0.63,0.0,0.0,3.56,1.99,4.0,0,2.18,0.0014,1,19.65,6.73,1.1734,498.7,145.44,bengaluru,summer,0.7976,140
2.483390859382423,512,120.0,30.8,0.62,0.0,0.0,3.76,2.01,3.56,0,2.31,0.0039,0,17.53,6.06,1.1056,469.9,156.0,bengaluru,monsoon,0.1147,141
9.837468805244116,1884,120.0,35.2,0.62,0.0,0.0,4.29,2.13,4.35,0,2.26,0.0016,1,18.83,5.8,1.0798,458.9,156.0,bengaluru,summer,0.4538,142
10.336102045404656,1969,120.0,22.7,0.61,0.0,0.0,5.34,1.93,1.41,0,2.18,0.001,0,18.92,7.44,1.2438,528.6,142.81,delhi,monsoon,0.5458,143
13.737140864269723,2549,120.0,41.2,0.63,0.0,0.0,5.02,3.57,6.13,1,2.2,0.0016,1,19.43,7.38,1.2384,526.3,130.1,chennai,summer,0.8185,144
19.12230729300902,3629,120.0,18.4,0.63,0.0,0.0,4.57,2.67,1.01,0,2.18,0.0011,0,18.99,5.61,1.0607,450.8,156.0,bengaluru,winter,0.8792,145
5.029290636791977,905,120.0,45.7,0.64,0.0,0.0,5.23,2.39,8.4,1,2.12,0.0022,0,20.05,7.18,1.2176,517.5,128.14,delhi,summer,0.302,146
18.530657091875494,3371,120.0,36.0,0.6,0.0,0.0,4.03,2.43,4.29,0,2.2,0.0027,2,19.84,6.84,1.1835,503.0,109.61,bengaluru,summer,1.2499,147
