cycle,ah_throughput_cumulative,q_loss_pct,soh_pct,temperature_avg,is_fast_charge,min_soc,vehicle_id,city,fast_charge_pct,avg_daily_km,driving_aggressiveness
59,2693.110000000001,90.34679746198074,9.653202538019258,34.4,False,0.15,0,bengaluru,0.39,36.0,2.9
60,2731.180000000001,92.05769971177422,7.9423002882257805,37.9,True,0.112,0,bengaluru,0.39,36.0,2.9
61,2771.150000000001,93.41465384033839,6.585346159661611,35.7,False,0.05,0,bengaluru,0.39,36.0,2.9
62,2824.530000000001,94.90075394387351,5.099246056126489,38.6,False,0.163,0,bengaluru,0.39,36.0,2.9
63,2861.300000000001,96.49485396723354,3.5051460327664614,41.0,False,0.096,0,bengaluru,0.39,36.0,2.9
64,2905.590000000001,98.13878149759216,1.8612185024078371,37.1,True,0.202,0,bengaluru,0.39,36.0,2.9
65,2944.470000000001,99.68414388084099,0.31585611915900813,39.4,False,0.05,0,bengaluru,0.39,36.0,2.9
66,2983.130000000001,101.32910200608964,0.0,41.1,False,0.052,0,bengaluru,0.39,36.0,2.9
67,3027.510000000001,102.94020799161274,0.0,38.6,False,0.05,0,bengaluru,0.39,36.0,2.9
68,3080.450000000001,104.7293145525412,0.0,38.8,False,0.09,0,bengaluru,0.39,36.0,2.9
69,3127.300000000001,105.96332948923818,0.0,35.7,False,0.154,0,bengaluru,0.39,36.0,2.9
70,3177.1400000000012,107.74864699946828,0.0,39.6,False,0.05,0,bengaluru,0.39,36.0,2.9
71,3220.3500000000013,109.50413503272269,0.0,41.2,False,0.073,0,bengaluru,0.39,36.0,2.9
72,3264.1700000000014,111.79512921892007,0.0,41.1,True,0.05,0,bengaluru,0.39,36.0,2.9
73,3311.3100000000013,113.217237963248,0.0,34.6,False,0.05,0,bengaluru,0.39,36.0,2.9
74,3351.5800000000013,114.3170897889357,0.0,34.9,False,0.11,0,bengaluru,0.39,36.0,2.9
75,3396.050000000001,116.020051434804,0.0,40.0,False,0.05,0,bengaluru,0.39,36.0,2.9
76,3433.6000000000013,117.88631070804723,0.0,38.0,True,0.083,0,bengaluru,0.39,36.0,2.9
77,3481.9600000000014,119.58194063650068,0.0,38.7,False,0.05,0,bengaluru,0.39,36.0,2.9
78,3531.3600000000015,121.31094150387021,0.0,38.9,False,0.084,0,bengaluru,0.39,36.0,2.9
79,3573.9400000000014,122.52905456405746,0.0,36.7,False,0.161,0,bengaluru,0.39,36.0,2.9
80,3619.4600000000014,124.2741059851314,0.0,40.3,False,0.058,0,bengaluru,0.39,36.0,2.9
81,3662.200000000001,126.00493323219668,0.0,34.3,True,0.079,0,bengaluru,0.39,36.0,2.9
82,3707.110000000001,127.8965109402044,0.0,42.6,False,0.062,0,bengaluru,0.39,36.0,2.9
83,3745.360000000001,129.53813541594224,0.0,41.2,False,0.076,0,bengaluru,0.39,36.0,2.9
84,3784.060000000001,131.02291583398045,0.0,36.4,True,0.118,0,bengaluru,0.39,36.0,2.9
85,3836.130000000001,132.9138137399071,0.0,38.4,True,0.108,0,bengaluru,0.39,36.0,2.9
86,3887.6400000000012,134.67617685766018,0.0,38.8,False,0.056,0,bengaluru,0.39,36.0,2.9
87,3933.6000000000013,136.29313647768956,0.0,38.2,False,0.05,0,bengaluru,0.39,36.0,2.9
88,3973.910000000001,137.76838943634453,0.0,37.7,False,0.05,0,bengaluru,0.39,36.0,2.9
89,4018.510000000001,140.05522477790606,0.0,40.8,True,0.05,0,bengaluru,0.39,36.0,2.9
90,4066.710000000001,142.63804707832855,0.0,41.3,True,0.072,0,bengaluru,0.39,36.0,2.9
91,4119.370000000001,145.00533749131864,0.0,44.1,True,0.116,0,bengaluru,0.39,36.0,2.9
92,4170.460000000001,146.80116922710133,0.0,39.4,False,0.089,0,bengaluru,0.39,36.0,2.9
93,4221.060000000001,149.21494728630637,0.0,40.4,True,0.05,0,bengaluru,0.39,36.0,2.9
94,4263.790000000001,150.99339963488802,0.0,41.7,False,0.05,0,bengaluru,0.39,36.0,2.9
95,4315.910000000001,152.8269825816771,0.0,37.6,True,0.207,0,bengaluru,0.39,36.0,2.9
96,4366.14,154.53398125765554,0.0,36.3,True,0.102,0,bengaluru,0.39,36.0,2.9
97,4407.700000000001,156.27064024538782,0.0,39.4,True,0.148,0,bengaluru,0.39,36.0,2.9
98,4458.420000000001,158.66899624745056,0.0,40.2,True,0.063,0,bengaluru,0.39,36.0,2.9
99,4507.360000000001,160.85346362249257,0.0,38.3,True,0.081,0,bengaluru,0.39,36.0,2.9
100,4559.64,163.06613733366748,0.0,37.7,True,0.05,0,bengaluru,0.39,36.0,2.9
101,4606.13,164.59503492161207,0.0,34.6,True,0.178,0,bengaluru,0.39,36.0,2.9
102,4658.67,166.11477454667354,0.0,39.4,False,0.104,0,bengaluru,0.39,36.0,2.9
103,4707.86,167.7097850483285,0.0,36.9,False,0.05,0,bengaluru,0.39,36.0,2.9
104,4750.99,169.339548807264,0.0,39.3,False,0.097,0,bengaluru,0.39,36.0,2.9
105,4794.099999999999,171.01747625167616,0.0,38.0,True,0.114,0,bengaluru,0.39,36.0,2.9
106,4838.19,172.74304381134118,0.0,38.4,True,0.154,0,bengaluru,0.39,36.0,2.9
107,4880.66,173.94985616280908,0.0,36.5,False,0.125,0,bengaluru,0.39,36.0,2.9
108,4934.53,176.27078425156898,0.0,38.5,True,0.05,0,bengaluru,0.39,36.0,2.9
109,4986.63,178.63063749618826,0.0,39.4,True,0.067,0,bengaluru,0.39,36.0,2.9
110,5030.7300000000005,179.91724479025575,0.0,37.6,False,0.166,0,bengaluru,0.39,36.0,2.9
111,5069.950000000001,181.7192177735436,0.0,36.5,True,0.05,0,bengaluru,0.39,36.0,2.9
112,5109.89,183.51268692206725,0.0,40.8,True,0.133,0,bengaluru,0.39,36.0,2.9
113,5150.12,185.04506570655167,0.0,38.7,False,0.078,0,bengaluru,0.39,36.0,2.9
114,5189.76,186.28723967187554,0.0,38.2,False,0.197,0,bengaluru,0.39,36.0,2.9
115,5231.860000000001,188.09894557677703,0.0,42.4,False,0.087,0,bengaluru,0.39,36.0,2.9
116,5275.650000000001,189.31657827982758,0.0,36.3,False,0.126,0,bengaluru,0.39,36.0,2.9
117,5312.01,190.52917650422492,0.0,38.8,False,0.159,0,bengaluru,0.39,36.0,2.9
118,5357.41,191.91536505236334,0.0,39.1,False,0.127,0,bengaluru,0.39,36.0,2.9
119,5408.28,193.73491444394634,0.0,39.8,False,0.066,0,bengaluru,0.39,36.0,2.9
120,5445.08,195.1459439274906,0.0,35.0,False,0.05,0,bengaluru,0.39,36.0,2.9
121,5488.03,197.24341475125078,0.0,39.1,True,0.072,0,bengaluru,0.39,36.0,2.9
122,5540.82,198.61438459576436,0.0,36.7,False,0.169,0,bengaluru,0.39,36.0,2.9
123,5587.5,199.8361838772232,0.0,35.5,False,0.157,0,bengaluru,0.39,36.0,2.9
124,5631.27,201.16340519988174,0.0,38.5,False,0.141,0,bengaluru,0.39,36.0,2.9
125,5677.830000000001,203.39902543945544,0.0,39.6,True,0.053,0,bengaluru,0.39,36.0,2.9
126,5723.52,205.5024745967065,0.0,38.3,True,0.084,0,bengaluru,0.39,36.0,2.9
127,5774.740000000001,207.31481307754143,0.0,39.6,False,0.065,0,bengaluru,0.39,36.0,2.9
128,5827.150000000001,208.7975072642515,0.0,38.8,False,0.106,0,bengaluru,0.39,36.0,2.9
129,5868.84,210.47953811895786,0.0,40.6,False,0.073,0,bengaluru,0.39,36.0,2.9
130,5906.18,212.28966241898473,0.0,37.3,True,0.05,0,bengaluru,0.39,36.0,2.9
131,5947.860000000001,213.87052781467838,0.0,39.0,False,0.05,0,bengaluru,0.39,36.0,2.9
132,5999.450000000001,215.8646997611915,0.0,39.9,True,0.11,0,bengaluru,0.39,36.0,2.9
133,6044.030000000001,217.60318647434843,0.0,40.5,False,0.059,0,bengaluru,0.39,36.0,2.9
134,6084.280000000001,219.27215247313197,0.0,40.9,False,0.088,0,bengaluru,0.39,36.0,2.9
135,6124.160000000001,220.54355466772216,0.0,34.1,False,0.05,0,bengaluru,0.39,36.0,2.9
136,6171.14,222.13588682899126,0.0,37.5,False,0.086,0,bengaluru,0.39,36.0,2.9
137,6221.110000000001,224.21919041501877,0.0,36.8,True,0.05,0,bengaluru,0.39,36.0,2.9
138,6271.7300000000005,226.3008601350456,0.0,36.6,True,0.065,0,bengaluru,0.39,36.0,2.9
139,6312.46,227.6883642993452,0.0,36.0,False,0.079,0,bengaluru,0.39,36.0,2.9
140,6349.9800000000005,229.140247185817,0.0,38.3,False,0.05,0,bengaluru,0.39,36.0,2.9
141,6398.22,231.1121092123865,0.0,35.9,True,0.079,0,bengaluru,0.39,36.0,2.9
142,6449.0,232.63279397003595,0.0,39.9,False,0.182,0,bengaluru,0.39,36.0,2.9
143,6500.24,234.33604309795157,0.0,38.0,False,0.072,0,bengaluru,0.39,36.0,2.9
144,6547.3099999999995,235.9872143397616,0.0,38.4,False,0.05,0,bengaluru,0.39,36.0,2.9
145,6586.15,237.37140166105974,0.0,36.6,False,0.05,0,bengaluru,0.39,36.0,2.9
146,6633.19,239.6371426830931,0.0,39.8,True,0.078,0,bengaluru,0.39,36.0,2.9
147,6682.82,242.00701209271364,0.0,40.2,True,0.091,0,bengaluru,0.39,36.0,2.9
148,6720.62,243.43101194819798,0.0,37.7,False,0.076,0,bengaluru,0.39,36.0,2.9
149,6762.79,244.62365934484473,0.0,36.3,False,0.104,0,bengaluru,0.39,36.0,2.9
150,6799.14,246.2834926109349,0.0,37.7,True,0.15,0,bengaluru,0.39,36.0,2.9
151,6842.75,247.58714384781257,0.0,33.5,False,0.052,0,bengaluru,0.39,36.0,2.9
152,6880.18,249.29538856437455,0.0,35.8,True,0.092,0,bengaluru,0.39,36.0,2.9
153,6923.68,250.75121774905625,0.0,36.3,False,0.065,0,bengaluru,0.39,36.0,2.9
154,6975.71,252.2951990380095,0.0,35.3,False,0.064,0,bengaluru,0.39,36.0,2.9
155,7029.07,254.07121227033963,0.0,38.5,False,0.056,0,bengaluru,0.39,36.0,2.9
156,7078.7,255.71233424755903,0.0,37.5,False,0.05,0,bengaluru,0.39,36.0,2.9
157,7116.76,256.9655078484671,0.0,39.0,False,0.125,0,bengaluru,0.39,36.0,2.9
158,7153.87,258.5071655988117,0.0,40.0,False,0.05,0,bengaluru,0.39,36.0,2.9
159,7196.88,260.04376665939975,0.0,35.8,True,0.134,0,bengaluru,0.39,36.0,2.9
160,7246.85,261.7040400119219,0.0,37.7,False,0.095,0,bengaluru,0.39,36.0,2.9
161,7292.860000000001,263.50731849228004,0.0,41.0,False,0.073,0,bengaluru,0.39,36.0,2.9
162,7329.410000000001,264.9545693907096,0.0,32.0,True,0.092,0,bengaluru,0.39,36.0,2.9
163,7368.370000000001,266.8590516544707,0.0,38.0,True,0.071,0,bengaluru,0.39,36.0,2.9
164,7405.260000000001,268.0345182675232,0.0,37.8,False,0.147,0,bengaluru,0.39,36.0,2.9
165,7442.6500000000015,269.2914764687407,0.0,34.7,False,0.09,0,bengaluru,0.39,36.0,2.9
166,7488.0700000000015,270.77054531730283,0.0,36.1,False,0.058,0,bengaluru,0.39,36.0,2.9
167,7535.8600000000015,272.14703738168254,0.0,33.6,False,0.05,0,bengaluru,0.39,36.0,2.9
168,7589.340000000001,273.79095866498744,0.0,36.5,False,0.05,0,bengaluru,0.39,36.0,2.9
169,7638.640000000001,275.16428584325985,0.0,37.7,False,0.114,0,bengaluru,0.39,36.0,2.9
170,7690.180000000001,276.9485377961505,0.0,32.5,True,0.05,0,bengaluru,0.39,36.0,2.9
171,7742.530000000002,278.31055659520905,0.0,32.1,False,0.05,0,bengaluru,0.39,36.0,2.9
172,7791.350000000001,280.10729165050054,0.0,38.0,True,0.103,0,bengaluru,0.39,36.0,2.9
173,7833.760000000001,281.23440423078927,0.0,34.8,False,0.14,0,bengaluru,0.39,36.0,2.9
174,7881.520000000001,282.677714274044,0.0,32.8,True,0.155,0,bengaluru,0.39,36.0,2.9
175,7920.520000000001,284.17144954195476,0.0,31.9,True,0.05,0,bengaluru,0.39,36.0,2.9
176,7967.5700000000015,285.96713585270265,0.0,33.9,True,0.05,0,bengaluru,0.39,36.0,2.9
177,8018.700000000002,287.30362731539174,0.0,36.5,False,0.103,0,bengaluru,0.39,36.0,2.9
178,8059.500000000002,288.7610904712757,0.0,35.2,True,0.102,0,bengaluru,0.39,36.0,2.9
179,8101.140000000002,290.07880842890035,0.0,34.4,False,0.05,0,bengaluru,0.39,36.0,2.9
180,8145.880000000002,291.64977943834975,0.0,35.3,False,0.05,0,bengaluru,0.39,36.0,2.9
181,8199.270000000002,292.82066876184325,0.0,32.6,False,0.13,0,bengaluru,0.39,36.0,2.9
182,8247.670000000002,294.9833796400564,0.0,38.2,True,0.05,0,bengaluru,0.39,36.0,2.9
183,8296.020000000002,296.35760109099607,0.0,33.4,False,0.066,0,bengaluru,0.39,36.0,2.9
184,8333.890000000003,297.2997638214091,0.0,31.9,False,0.134,0,bengaluru,0.39,36.0,2.9
185,8375.720000000003,298.66913364818237,0.0,35.3,False,0.079,0,bengaluru,0.39,36.0,2.9
186,8426.370000000003,299.94195894603934,0.0,35.4,False,0.119,0,bengaluru,0.39,36.0,2.9
187,8469.310000000003,301.12899285055653,0.0,31.4,False,0.05,0,bengaluru,0.39,36.0,2.9
188,8516.110000000002,302.73377885039156,0.0,31.2,True,0.085,0,bengaluru,0.39,36.0,2.9
189,8552.520000000002,303.7334782968764,0.0,33.9,False,0.184,0,bengaluru,0.39,36.0,2.9
190,8599.400000000001,304.92920841051824,0.0,30.4,False,0.093,0,bengaluru,0.39,36.0,2.9
191,8636.440000000002,305.90637442523416,0.0,33.1,False,0.123,0,bengaluru,0.39,36.0,2.9
192,8677.510000000002,307.24551529816364,0.0,33.0,True,0.146,0,bengaluru,0.39,36.0,2.9
193,8720.900000000001,309.1504645426716,0.0,36.5,True,0.098,0,bengaluru,0.39,36.0,2.9
194,8769.600000000002,310.2105690576774,0.0,31.4,False,0.118,0,bengaluru,0.39,36.0,2.9
195,8806.330000000002,311.52659357265486,0.0,36.1,False,0.072,0,bengaluru,0.39,36.0,2.9
196,8846.380000000001,312.59713018908855,0.0,34.3,False,0.15,0,bengaluru,0.39,36.0,2.9
197,8896.36,314.0650224484381,0.0,32.6,True,0.123,0,bengaluru,0.39,36.0,2.9
198,8943.53,315.662510003584,0.0,35.5,True,0.217,0,bengaluru,0.39,36.0,2.9
199,8979.91,317.1178421107069,0.0,32.2,True,0.074,0,bengaluru,0.39,36.0,2.9
200,9026.55,319.16348454534693,0.0,37.3,True,0.093,0,bengaluru,0.39,36.0,2.9
201,9074.949999999999,320.355580944431,0.0,29.9,False,0.065,0,bengaluru,0.39,36.0,2.9
202,9117.279999999999,321.89289421611977,0.0,31.5,True,0.052,0,bengaluru,0.39,36.0,2.9
203,9162.939999999999,323.5757303180199,0.0,32.7,True,0.072,0,bengaluru,0.39,36.0,2.9
204,9210.789999999999,325.03267817376303,0.0,35.0,False,0.05,0,bengaluru,0.39,36.0,2.9
205,9263.96,326.3661829448908,0.0,35.9,False,0.137,0,bengaluru,0.39,36.0,2.9
206,9306.16,327.5759472678459,0.0,32.1,False,0.052,0,bengaluru,0.39,36.0,2.9
207,9358.78,328.5990565440799,0.0,29.5,False,0.129,0,bengaluru,0.39,36.0,2.9
208,9409.58,330.3763638643371,0.0,32.6,True,0.097,0,bengaluru,0.39,36.0,2.9
209,9462.38,332.0358819693442,0.0,30.4,True,0.05,0,bengaluru,0.39,36.0,2.9
210,9507.269999999999,333.4735218982167,0.0,32.8,False,0.052,0,bengaluru,0.39,36.0,2.9
211,9558.829999999998,334.5540907278943,0.0,31.1,False,0.156,0,bengaluru,0.39,36.0,2.9
212,9597.899999999998,335.8011675294845,0.0,33.9,False,0.05,0,bengaluru,0.39,36.0,2.9
213,9650.439999999999,337.12751874341785,0.0,31.4,False,0.056,0,bengaluru,0.39,36.0,2.9
214,9693.56,338.39208838151745,0.0,32.9,False,0.091,0,bengaluru,0.39,36.0,2.9
215,9735.119999999999,339.4164281159852,0.0,32.7,False,0.112,0,bengaluru,0.39,36.0,2.9
216,9782.21,341.03327350940606,0.0,31.3,True,0.05,0,bengaluru,0.39,36.0,2.9
217,9819.199999999999,342.07430168065997,0.0,30.2,False,0.094,0,bengaluru,0.39,36.0,2.9
218,9864.31,343.6277525966149,0.0,30.9,True,0.05,0,bengaluru,0.39,36.0,2.9
219,9908.35,344.54779935487204,0.0,29.3,False,0.106,0,bengaluru,0.39,36.0,2.9
220,9958.130000000001,345.65269636629887,0.0,27.7,False,0.082,0,bengaluru,0.39,36.0,2.9
221,10003.710000000001,347.35444261378274,0.0,33.0,True,0.05,0,bengaluru,0.39,36.0,2.9
222,10047.830000000002,348.60429291505386,0.0,32.3,False,0.05,0,bengaluru,0.39,36.0,2.9
223,10092.04,349.58847392878545,0.0,26.5,False,0.077,0,bengaluru,0.39,36.0,2.9
224,10132.570000000002,350.8206072263543,0.0,33.1,False,0.055,0,bengaluru,0.39,36.0,2.9
225,10169.720000000001,351.73779568337216,0.0,31.5,False,0.101,0,bengaluru,0.39,36.0,2.9
226,10206.420000000002,352.58045339973495,0.0,29.6,False,0.104,0,bengaluru,0.39,36.0,2.9
227,10248.660000000002,353.7493749929619,0.0,29.3,True,0.177,0,bengaluru,0.39,36.0,2.9
228,10296.480000000001,355.4203631260543,0.0,31.9,True,0.05,0,bengaluru,0.39,36.0,2.9
229,10336.130000000001,356.9277400295598,0.0,31.9,True,0.099,0,bengaluru,0.39,36.0,2.9
230,10372.84,358.03463734484217,0.0,31.8,False,0.093,0,bengaluru,0.39,36.0,2.9
231,10425.48,359.33228361685116,0.0,28.9,True,0.132,0,bengaluru,0.39,36.0,2.9
232,10478.39,360.42326266144494,0.0,26.6,False,0.066,0,bengaluru,0.39,36.0,2.9
233,10529.83,361.36470396490915,0.0,27.8,False,0.126,0,bengaluru,0.39,36.0,2.9
234,10580.92,362.64960058405774,0.0,31.0,False,0.097,0,bengaluru,0.39,36.0,2.9
235,10617.65,363.72123079981765,0.0,31.0,False,0.07,0,bengaluru,0.39,36.0,2.9
236,10662.699999999999,365.15655141108607,0.0,29.0,True,0.081,0,bengaluru,0.39,36.0,2.9
237,10711.039999999999,366.19028196946135,0.0,26.5,False,0.054,0,bengaluru,0.39,36.0,2.9
238,10747.16,367.0970888347273,0.0,31.6,False,0.151,0,bengaluru,0.39,36.0,2.9
239,10793.09,368.7922404574852,0.0,32.8,True,0.095,0,bengaluru,0.39,36.0,2.9
240,10839.01,370.153910787676,0.0,31.0,False,0.05,0,bengaluru,0.39,36.0,2.9
241,10890.89,371.317736060524,0.0,28.4,False,0.05,0,bengaluru,0.39,36.0,2.9
242,10937.98,372.4215899326609,0.0,26.5,True,0.153,0,bengaluru,0.39,36.0,2.9
243,10984.359999999999,374.23926742559894,0.0,34.4,True,0.05,0,bengaluru,0.39,36.0,2.9
244,11025.159999999998,375.4413508340447,0.0,32.4,False,0.051,0,bengaluru,0.39,36.0,2.9
245,11075.289999999997,376.7712927138027,0.0,32.1,False,0.081,0,bengaluru,0.39,36.0,2.9
246,11112.839999999997,377.79107102720786,0.0,29.5,False,0.095,0,bengaluru,0.39,36.0,2.9
247,11162.919999999996,379.061934261972,0.0,31.0,False,0.098,0,bengaluru,0.39,36.0,2.9
248,11205.379999999996,380.45923357605005,0.0,33.6,True,0.167,0,bengaluru,0.39,36.0,2.9
249,11258.239999999996,381.89504169631806,0.0,31.3,True,0.109,0,bengaluru,0.39,36.0,2.9
250,11302.879999999996,383.07343507554054,0.0,30.7,False,0.052,0,bengaluru,0.39,36.0,2.9
251,11351.949999999995,384.225877705016,0.0,28.9,False,0.05,0,bengaluru,0.39,36.0,2.9
252,11389.139999999996,385.13242759066594,0.0,31.2,False,0.171,0,bengaluru,0.39,36.0,2.9
253,11429.579999999996,385.95718048985617,0.0,27.8,False,0.15,0,bengaluru,0.39,36.0,2.9
254,11466.659999999996,387.27374003354475,0.0,29.5,True,0.05,0,bengaluru,0.39,36.0,2.9
255,11518.789999999995,388.72251749033114,0.0,27.3,True,0.069,0,bengaluru,0.39,36.0,2.9
256,11572.379999999996,389.8119531889569,0.0,26.4,False,0.086,0,bengaluru,0.39,36.0,2.9
257,11625.809999999996,391.10746390546325,0.0,30.6,False,0.05,0,bengaluru,0.39,36.0,2.9
258,11671.849999999997,392.1792657113336,0.0,28.0,False,0.051,0,bengaluru,0.39,36.0,2.9
259,11709.269999999997,393.20555032058365,0.0,29.7,False,0.05,0,bengaluru,0.39,36.0,2.9
260,11756.929999999997,394.45242635113055,0.0,31.2,False,0.05,0,bengaluru,0.39,36.0,2.9
261,11796.499999999996,395.44269978511767,0.0,28.1,False,0.09,0,bengaluru,0.39,36.0,2.9
262,11836.139999999996,396.40936651262814,0.0,27.5,False,0.053,0,bengaluru,0.39,36.0,2.9
263,11881.779999999995,397.5306510962647,0.0,29.2,False,0.05,0,bengaluru,0.39,36.0,2.9
264,11931.679999999995,398.9749517855208,0.0,27.8,True,0.05,0,bengaluru,0.39,36.0,2.9
265,11984.079999999994,400.3156719577201,0.0,31.7,False,0.089,0,bengaluru,0.39,36.0,2.9
